,period,sectorId,sector-name,fuelId,fuel-name,stateId,state-name,value,value-units
36,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,TX,Texas,13.060223,million metric tons of CO2
37,2020,CC,Commercial carbon dioxide emissions,CO,Coal,TN,Tennessee,0.0,million metric tons of CO2
38,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,TN,Tennessee,0.999187,million metric tons of CO2
39,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,TN,Tennessee,2.899574,million metric tons of CO2
40,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,TN,Tennessee,3.89876,million metric tons of CO2
41,2020,CC,Commercial carbon dioxide emissions,CO,Coal,SD,South Dakota,0.0,million metric tons of CO2
42,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,SD,South Dakota,0.200526,million metric tons of CO2
43,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,SD,South Dakota,0.676349,million metric tons of CO2
44,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,SD,South Dakota,0.876874,million metric tons of CO2
45,2020,CC,Commercial carbon dioxide emissions,CO,Coal,SC,South Carolina,0.0,million metric tons of CO2
46,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,SC,South Carolina,0.856947,million metric tons of CO2
47,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,SC,South Carolina,1.302644,million metric tons of CO2
48,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,SC,South Carolina,2.159591,million metric tons of CO2
49,2020,CC,Commercial carbon dioxide emissions,CO,Coal,RI,Rhode Island,0.0,million metric tons of CO2
50,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,RI,Rhode Island,0.216438,million metric tons of CO2
51,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,RI,Rhode Island,0.588835,million metric tons of CO2
52,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,RI,Rhode Island,0.805273,million metric tons of CO2
53,2020,CC,Commercial carbon dioxide emissions,CO,Coal,PA,Pennsylvania,0.021527,million metric tons of CO2
54,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,PA,Pennsylvania,2.57202,million metric tons of CO2
55,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,PA,Pennsylvania,8.15068,million metric tons of CO2
56,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,PA,Pennsylvania,10.744227,million metric tons of CO2
57,2020,CC,Commercial carbon dioxide emissions,CO,Coal,OR,Oregon,0.0,million metric tons of CO2
58,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,OR,Oregon,0.794681,million metric tons of CO2
59,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,OR,Oregon,1.583755,million metric tons of CO2
60,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,OR,Oregon,2.378436,million metric tons of CO2
61,2020,CC,Commercial carbon dioxide emissions,CO,Coal,OK,Oklahoma,0.0,million metric tons of CO2
62,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,OK,Oklahoma,0.819283,million metric tons of CO2
63,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,OK,Oklahoma,2.312008,million metric tons of CO2
64,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,OK,Oklahoma,3.131291,million metric tons of CO2
65,2020,CC,Commercial carbon dioxide emissions,CO,Coal,OH,Ohio,0.0,million metric tons of CO2
66,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,OH,Ohio,2.432441,million metric tons of CO2
67,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,OH,Ohio,9.179568,million metric tons of CO2
68,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,OH,Ohio,11.612009,million metric tons of CO2
69,2020,CC,Commercial carbon dioxide emissions,CO,Coal,ND,North Dakota,0.051992,million metric tons of CO2
70,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,ND,North Dakota,0.416709,million metric tons of CO2
71,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,ND,North Dakota,0.825872,million metric tons of CO2
72,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,ND,North Dakota,1.294573,million metric tons of CO2
73,2020,CC,Commercial carbon dioxide emissions,CO,Coal,NC,North Carolina,0.120994,million metric tons of CO2
74,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,NC,North Carolina,1.932927,million metric tons of CO2
75,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,NC,North Carolina,2.851849,million metric tons of CO2
76,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,NC,North Carolina,4.90577,million metric tons of CO2
77,2020,CC,Commercial carbon dioxide emissions,CO,Coal,NY,New York,0.0,million metric tons of CO2
78,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,NY,New York,4.519774,million metric tons of CO2
79,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,NY,New York,15.801095,million metric tons of CO2
80,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,NY,New York,20.32087,million metric tons of CO2
81,2020,CC,Commercial carbon dioxide emissions,CO,Coal,NM,New Mexico,0.0,million metric tons of CO2
82,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,NM,New Mexico,0.327328,million metric tons of CO2
83,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,NM,New Mexico,1.384496,million metric tons of CO2
84,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,NM,New Mexico,1.711824,million metric tons of CO2
85,2020,CC,Commercial carbon dioxide emissions,CO,Coal,NJ,New Jersey,0.0,million metric tons of CO2
86,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,NJ,New Jersey,1.386731,million metric tons of CO2
87,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,NJ,New Jersey,7.60777,million metric tons of CO2
88,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,NJ,New Jersey,8.994501,million metric tons of CO2
89,2020,CC,Commercial carbon dioxide emissions,CO,Coal,NH,New Hampshire,0.0,million metric tons of CO2
90,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,NH,New Hampshire,0.842728,million metric tons of CO2
91,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,NH,New Hampshire,0.49365,million metric tons of CO2
92,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,NH,New Hampshire,1.336378,million metric tons of CO2
93,2020,CC,Commercial carbon dioxide emissions,CO,Coal,NV,Nevada,0.0,million metric tons of CO2
94,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,NV,Nevada,0.559352,million metric tons of CO2
95,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,NV,Nevada,1.417723,million metric tons of CO2
96,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,NV,Nevada,1.977075,million metric tons of CO2
97,2020,CC,Commercial carbon dioxide emissions,CO,Coal,NE,Nebraska,0.0,million metric tons of CO2
98,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,NE,Nebraska,0.402455,million metric tons of CO2
99,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,NE,Nebraska,1.783861,million metric tons of CO2
100,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,NE,Nebraska,2.186316,million metric tons of CO2
101,2020,CC,Commercial carbon dioxide emissions,CO,Coal,MT,Montana,0.001442,million metric tons of CO2
102,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,MT,Montana,0.224635,million metric tons of CO2
103,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,MT,Montana,1.453914,million metric tons of CO2
104,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,MT,Montana,1.679991,million metric tons of CO2
105,2020,CC,Commercial carbon dioxide emissions,CO,Coal,MO,Missouri,0.013358,million metric tons of CO2
106,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,MO,Missouri,1.077272,million metric tons of CO2
107,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,MO,Missouri,3.26661,million metric tons of CO2
108,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,MO,Missouri,4.357241,million metric tons of CO2
109,2020,CC,Commercial carbon dioxide emissions,CO,Coal,MS,Mississippi,0.0,million metric tons of CO2
110,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,MS,Mississippi,0.568377,million metric tons of CO2
111,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,MS,Mississippi,0.995819,million metric tons of CO2
112,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,MS,Mississippi,1.564196,million metric tons of CO2
113,2020,CC,Commercial carbon dioxide emissions,CO,Coal,MN,Minnesota,0.007016,million metric tons of CO2
114,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,MN,Minnesota,0.998277,million metric tons of CO2
115,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,MN,Minnesota,5.646555,million metric tons of CO2
116,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,MN,Minnesota,6.651847,million metric tons of CO2
117,2020,CC,Commercial carbon dioxide emissions,CO,Coal,MI,Michigan,0.0,million metric tons of CO2
118,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,MI,Michigan,1.665566,million metric tons of CO2
119,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,MI,Michigan,9.005335,million metric tons of CO2
120,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,MI,Michigan,10.670901,million metric tons of CO2
121,2020,CC,Commercial carbon dioxide emissions,CO,Coal,MA,Massachusetts,0.0,million metric tons of CO2
122,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,MA,Massachusetts,1.304684,million metric tons of CO2
123,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,MA,Massachusetts,5.972851,million metric tons of CO2
124,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,MA,Massachusetts,7.277535,million metric tons of CO2
125,2020,CC,Commercial carbon dioxide emissions,CO,Coal,ME,Maine,0.0,million metric tons of CO2
126,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,ME,Maine,1.131169,million metric tons of CO2
127,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,ME,Maine,0.491481,million metric tons of CO2
128,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,ME,Maine,1.62265,million metric tons of CO2
129,2020,CC,Commercial carbon dioxide emissions,CO,Coal,LA,Louisiana,0.0,million metric tons of CO2
130,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,LA,Louisiana,0.677652,million metric tons of CO2
131,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,LA,Louisiana,1.603914,million metric tons of CO2
132,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,LA,Louisiana,2.281566,million metric tons of CO2
133,2020,CC,Commercial carbon dioxide emissions,CO,Coal,KY,Kentucky,0.006535,million metric tons of CO2
134,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,KY,Kentucky,0.718737,million metric tons of CO2
135,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,KY,Kentucky,1.886083,million metric tons of CO2
136,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,KY,Kentucky,2.611354,million metric tons of CO2
137,2020,CC,Commercial carbon dioxide emissions,CO,Coal,KS,Kansas,0.0,million metric tons of CO2
138,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,KS,Kansas,0.490943,million metric tons of CO2
139,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,KS,Kansas,2.181955,million metric tons of CO2
140,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,KS,Kansas,2.672899,million metric tons of CO2
141,2020,CC,Commercial carbon dioxide emissions,CO,Coal,IA,Iowa,0.163568,million metric tons of CO2
142,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,IA,Iowa,1.006106,million metric tons of CO2
143,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,IA,Iowa,2.865288,million metric tons of CO2
144,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,IA,Iowa,4.034962,million metric tons of CO2
145,2020,CC,Commercial carbon dioxide emissions,CO,Coal,IN,Indiana,0.074864,million metric tons of CO2
146,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,IN,Indiana,0.948928,million metric tons of CO2
147,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,IN,Indiana,4.530525,million metric tons of CO2
148,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,IN,Indiana,5.554317,million metric tons of CO2
149,2020,CC,Commercial carbon dioxide emissions,CO,Coal,IL,Illinois,0.175389,million metric tons of CO2
150,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,IL,Illinois,1.699089,million metric tons of CO2
151,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,IL,Illinois,11.833427,million metric tons of CO2
152,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,IL,Illinois,13.707904,million metric tons of CO2
153,2020,CC,Commercial carbon dioxide emissions,CO,Coal,ID,Idaho,0.0,million metric tons of CO2
154,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,ID,Idaho,0.485775,million metric tons of CO2
155,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,ID,Idaho,1.087195,million metric tons of CO2
156,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,ID,Idaho,1.57297,million metric tons of CO2
157,2020,CC,Commercial carbon dioxide emissions,CO,Coal,HI,Hawaii,0.0,million metric tons of CO2
158,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,HI,Hawaii,0.389432,million metric tons of CO2
159,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,HI,Hawaii,0.087143,million metric tons of CO2
160,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,HI,Hawaii,0.476575,million metric tons of CO2
161,2020,CC,Commercial carbon dioxide emissions,CO,Coal,GA,Georgia,0.0,million metric tons of CO2
162,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,GA,Georgia,1.62148,million metric tons of CO2
163,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,GA,Georgia,2.771108,million metric tons of CO2
164,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,GA,Georgia,4.392588,million metric tons of CO2
165,2020,CC,Commercial carbon dioxide emissions,CO,Coal,FL,Florida,0.0,million metric tons of CO2
166,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,FL,Florida,3.437695,million metric tons of CO2
167,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,FL,Florida,3.106346,million metric tons of CO2
168,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,FL,Florida,6.544041,million metric tons of CO2
169,2020,CC,Commercial carbon dioxide emissions,CO,Coal,DC,District of Columbia,0.0,million metric tons of CO2
170,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,DC,District of Columbia,0.049179,million metric tons of CO2
171,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,DC,District of Columbia,0.823756,million metric tons of CO2
172,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,DC,District of Columbia,0.872935,million metric tons of CO2
173,2020,CC,Commercial carbon dioxide emissions,CO,Coal,DE,Delaware,0.0,million metric tons of CO2
174,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,DE,Delaware,0.191214,million metric tons of CO2
175,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,DE,Delaware,0.814761,million metric tons of CO2
176,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,DE,Delaware,1.005976,million metric tons of CO2
177,2020,CC,Commercial carbon dioxide emissions,CO,Coal,CT,Connecticut,0.0,million metric tons of CO2
178,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,CT,Connecticut,0.969772,million metric tons of CO2
179,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,CT,Connecticut,2.858357,million metric tons of CO2
180,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,CT,Connecticut,3.828129,million metric tons of CO2
181,2020,CC,Commercial carbon dioxide emissions,CO,Coal,CO,Colorado,0.003075,million metric tons of CO2
182,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,CO,Colorado,1.081065,million metric tons of CO2
183,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,CO,Colorado,3.240103,million metric tons of CO2
184,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,CO,Colorado,4.324243,million metric tons of CO2
185,2020,CC,Commercial carbon dioxide emissions,CO,Coal,CA,California,0.0,million metric tons of CO2
186,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,CA,California,5.694819,million metric tons of CO2
187,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,CA,California,12.724749,million metric tons of CO2
188,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,CA,California,18.419568,million metric tons of CO2
189,2020,CC,Commercial carbon dioxide emissions,CO,Coal,AR,Arkansas,0.0,million metric tons of CO2
190,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,AR,Arkansas,0.490467,million metric tons of CO2
191,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,AR,Arkansas,2.825182,million metric tons of CO2
192,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,AR,Arkansas,3.315649,million metric tons of CO2
193,2020,CC,Commercial carbon dioxide emissions,CO,Coal,AZ,Arizona,0.0,million metric tons of CO2
194,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,AZ,Arizona,1.128401,million metric tons of CO2
195,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,AZ,Arizona,1.717882,million metric tons of CO2
196,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,AZ,Arizona,2.846283,million metric tons of CO2
197,2020,CC,Commercial carbon dioxide emissions,CO,Coal,AK,Alaska,0.683102,million metric tons of CO2
198,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,AK,Alaska,0.569966,million metric tons of CO2
199,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,AK,Alaska,0.86402,million metric tons of CO2
200,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,AK,Alaska,2.117089,million metric tons of CO2
201,2020,CC,Commercial carbon dioxide emissions,CO,Coal,AL,Alabama,0.0,million metric tons of CO2
202,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,AL,Alabama,0.823811,million metric tons of CO2
203,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,AL,Alabama,1.248835,million metric tons of CO2
204,2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,AL,Alabama,2.072646,million metric tons of CO2
205,2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,MD,Maryland,3.85571,million metric tons of CO2
206,2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,MD,Maryland,1.321482,million metric tons of CO2
207,2020,CC,Commercial carbon dioxide emissions,CO,Coal,MD,Maryland,0.0,million metric tons of CO2
208,2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,MD,Maryland,5.66613,million metric tons of CO2
209,2019,CC,Commercial carbon dioxide emissions,CO,Coal,WY,Wyoming,0.014073,million metric tons of CO2
210,2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,WY,Wyoming,0.230326,million metric tons of CO2
211,2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.738782,million metric tons of CO2
212,2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,WY,Wyoming,0.983182,million metric tons of CO2
213,2019,CC,Commercial carbon dioxide emissions,CO,Coal,WI,Wisconsin,0.051219,million metric tons of CO2
214,2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,1.018589,million metric tons of CO2
215,2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,5.641211,million metric tons of CO2
216,2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,6.71102,million metric tons of CO2
217,2019,CC,Commercial carbon dioxide emissions,CO,Coal,WV,West Virginia,0.0,million metric tons of CO2
218,2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,WV,West Virginia,0.426826,million metric tons of CO2
219,2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WV,West Virginia,1.35529,million metric tons of CO2
220,2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,WV,West Virginia,1.782115,million metric tons of CO2
221,2019,CC,Commercial carbon dioxide emissions,CO,Coal,WA,Washington,0.0,million metric tons of CO2
222,2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,WA,Washington,1.188013,million metric tons of CO2
223,2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WA,Washington,3.502536,million metric tons of CO2
224,2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,WA,Washington,4.690549,million metric tons of CO2
225,2019,CC,Commercial carbon dioxide emissions,CO,Coal,VA,Virginia,0.056676,million metric tons of CO2
226,2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,VA,Virginia,2.076762,million metric tons of CO2
227,2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,VA,Virginia,3.985393,million metric tons of CO2
228,2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,VA,Virginia,6.118831,million metric tons of CO2
229,2019,CC,Commercial carbon dioxide emissions,CO,Coal,VT,Vermont,0.0,million metric tons of CO2
230,2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,VT,Vermont,0.486258,million metric tons of CO2
231,2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,VT,Vermont,0.402381,million metric tons of CO2
232,2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,VT,Vermont,0.888639,million metric tons of CO2
233,2019,CC,Commercial carbon dioxide emissions,CO,Coal,UT,Utah,0.0,million metric tons of CO2
234,2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,UT,Utah,0.457044,million metric tons of CO2
235,2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,UT,Utah,2.62296,million metric tons of CO2
236,2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,UT,Utah,3.080004,million metric tons of CO2
237,2019,CC,Commercial carbon dioxide emissions,CO,Coal,US,United States,1.600143,million metric tons of CO2
238,2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,US,United States,62.064816,million metric tons of CO2
239,2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,US,United States,193.699383,million metric tons of CO2
240,2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,US,United States,257.364341,million metric tons of CO2
241,2019,CC,Commercial carbon dioxide emissions,CO,Coal,TX,Texas,0.0,million metric tons of CO2
242,2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,TX,Texas,3.463738,million metric tons of CO2
243,2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,TX,Texas,10.752317,million metric tons of CO2
244,2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,TX,Texas,14.216055,million metric tons of CO2
245,2019,CC,Commercial carbon dioxide emissions,CO,Coal,TN,Tennessee,0.0,million metric tons of CO2
246,2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,TN,Tennessee,1.072689,million metric tons of CO2
247,2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,TN,Tennessee,3.138833,million metric tons of CO2
248,2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,TN,Tennessee,4.211522,million metric tons of CO2
249,2019,CC,Commercial carbon dioxide emissions,CO,Coal,SD,South Dakota,0.0,million metric tons of CO2
250,2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,SD,South Dakota,0.165381,million metric tons of CO2
251,2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,SD,South Dakota,0.768571,million metric tons of CO2
252,2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,SD,South Dakota,0.933951,million metric tons of CO2
