product_name,brand-name,rating,ingredients,product_url
Extreme Length Shampoo,Redken,4.3,"Aqua/Water/Eau, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Citric Acid, Sodium Hydroxide, Parfum/Fragrance, Propylene Glycol, Polyquaternium-10, Sodium Benzoate, Hexylene Glycol, Salicylic Acid, Benzyl Benzoate, Limonene, Benzyl Alcohol, Linalool, 2-Oleamido-1,3-Octadecanediol, Biotin.",https://www.ulta.com/p/extreme-length-shampoo-pimprod2014986
Miracle Leave-In Plus Keratin,It's A 10,4.7,"Water (Aqua/Eau), Propylene Glycol, Cetearyl Alcohol, Cyclopentasiloxane, Behentrimonium Chloride, Quaternium-80, Phenoxyethanol, Fragrance (Parfum), Methylparaben, Panthenol, Propylparaben, Ethylparaben, Aloe Barbadensis Leaf Juice, Butylene Glycol, Sodium Hydroxide, Hydrolyzed Keratin, Keratin Amino Acids, Helianthus Annuus (Sunflower) Seed Extract, Silk Amino Acids, Camellia Sinensis Leaf Extract, Benzyl Benzoate, Benzyl Salicylate, Hydroxycitronellal, Linalool",https://www.ulta.com/p/miracle-leave-in-plus-keratin-xlsImpprod6481240
Hydrate Sheer Conditioner,Pureology,4.3,"Aqua/Water/Eau, Cetearyl Alcohol, Behentrimonium Chloride, Isopropyl Myristate, Cetyl Esters, Isopropyl Alcohol, Mentha Arvensis Leaf Oil, Phenoxyethanol, Parfum/Fragrance, Polyquaternium-37, Glycine Soja Oil/Soybean Oil, Propylene Glycol Dicaprylate/Dicaprate, Disodium Edta, Glycerin, Butylene Glycol, Menthol, Limonene, Tocopherol, PPG-1 Trideceth-6, Chlorhexidine Dihydrochloride, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Helianthus Annuus Seed Extract/Sunflower Seed Extract, Wheat Amino Acids, Sodium Chloride, Benzophenone-4, Linalool, Eucalyptus Globulus Leaf Extract, Ascorbic Acid, Melanin, Potassium Sorbate, Pentylene Glycol, Ethylhexylglycerin.",https://www.ulta.com/p/hydrate-sheer-conditioner-xlsImpprod15701031
Perfect hair Day (PhD) Dry Shampoo,Living Proof,4.5,"Isobutane, Propane, Alcohol Denat., Oryza Sativa (Rice) Starch, Cellulose, Octafluoropentyl Methacrylate, Caprylyl Glycol, Dipropylene Glycol, Citronellyl Methylcrotonate, Hydroxypropylcellulose, Hydrated Silica, Cetrimonium Chloride, Zeolite, Ethylcellulose, Octoxynol-10, Disteardimonium Hectorite, Water/Eau/Aqua, Fragrance/Parfum, Ethylhexylglycerin, Phenethyl Alcohol, Benzyl Benzoate, Hexyl Cinnamal, Linalool, Coumarin.",https://www.ulta.com/p/perfect-hair-day-phd-dry-shampoo-xlsImpprod13031193
Hydrate Sheer Shampoo,Pureology,4.3,"Aqua/Water/Eau, Sodium Cocoyl Isethionate, Disodium Laureth Sulfosuccinate, Sodium Lauryl Sulfoacetate, Cocamidopropyl Betaine, Sodium Lauroyl Sarcosinate, Glycol Distearate, Glycereth-26, Decyl Glucoside, Coconut Acid, Sodium Hydroxide, Ppg-5-Ceteth-20, Sodium Isethionate, Parfum/Fragrance, Sodium Chloride, Citric Acid, Coco-Betaine, Polyquaternium-7, Peg-55 Propylene Glycol Oleate, Propylene Glycol, Polyquaternium-10, Linalool, Carbomer, Benzoic Acid, Glycerin, Butylene Glycol, Limonene, Geraniol, Tocopherol, Salicylic Acid, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Helianthus Annuus Seed Extract/Sunflower Seed Extract, Benzyl Alcohol, Magnesium Nitrate, Sodium Benzoate, Benzophenone-4, Eucalyptus Globulus Leaf Extract, Methylchloroisothiazolinone, Phenoxyethanol, Magnesium Chloride, Methylisothiazolinone.",https://www.ulta.com/p/hydrate-sheer-shampoo-pimprod2017793
Color + Clenditioner,Keracolor,3.9,"Water/Aqua/Eau, Cetyl Alcohol, Glycerin, Behentrimonium Chloride, Cocamidopropyl Betaine, Stearamidopropyl Dimethylamine, Sorbitan Laurate, Cocamidopropyl Hydroxysultaine, Phenoxyethanol, Caprylyl Glycol, PEG-12 Dimethicone, Fragrance (Parfum), Hydrolyzed Keratin, Cocos Nucifera Oil, Butyrospermum Parkii Butter, Rosa Moschata Seed Oil, Simmondsia Chinensis Seed Oil, Prunus Amygdalus Dulcis Oil, Citrus Grandis Fruit Extract, Citric Acid, Tocopheryl Acetate, Tetrasodium EDTA, Limonene, Linalool, Basic Brown 17, Basic Yellow 57, Basic Blue 99, Basic Violet 2, HC Blue 16",https://www.ulta.com/p/color-clenditioner-xlsImpprod18021001
Silk Express Miracle Silk Leave-In,It's A 10,4.4,"Water (Aqua/Eau), Propylene Glycol, Cetearyl Alcohol, Cyclopentasiloxane, Behentrimonium Chloride, Quaternium-80, Phenoxyethanol, Fragrance (Parfum), Methylparaben, Panthenol, Propylparaben, Ethylparaben, Elaeis Guineensis (Palm) Oil, Hydrolyzed Silk, Morus Alba Leaf Extract, Benzyl Salicylate, Limonene, Hydroxycitronellal, Linalool",https://www.ulta.com/p/silk-express-miracle-silk-leave-in-xlsImpprod10792059
All Soft Conditioner,Redken,4.5,"Aqua/Water, Cetearyl Alcohol, Behentrimonium Chloride, Elaeis Guineensis Oil/Palm Oil, Cetyl Alcohol, Isopropyl Alcohol, Phenoxyethanol, Stearamidopropyl Dimethylamine, Octyldodecanol, Sodium Pca, Parfum/Fragrance, Citric Acid, Sodium Cocoyl Amino Acids, Chlorhexidine Dihydrochloride, Stearyl Alcohol, Myristyl Alcohol, Potassium Dimethicone Peg-7 Panthenyl Phosphate, Sodium Sarcosinate, Propylene Glycol, Argania Spinosa Kernel Oil, Arginine, Hydrolyzed Soy Protein, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Sodium Chloride, Tetrasodium Edta, Potassium Sorbate (D184537/1).",https://www.ulta.com/p/all-soft-conditioner-xlsImpprod15511073
Hair Repair Treatment Kit,OLAPLEX,4.4,See individual product page for full ingredient list.,https://www.ulta.com/p/hair-repair-treatment-kit-pimprod2034005
Original Dry Shampoo - Clean & Classic,Batiste,4.5,"Butane, Isobutane, Propane, Oryza Sativa (Rice) Starch, Alcohol Denat., Parfum (Fragrance), Limonene, Linalool, Geraniol, Benzyl Benzoate, Distearyldimonium Chloride, Cetrimonium Chloride",https://www.ulta.com/p/original-dry-shampoo-clean-classic-xlsImpprod2040049
Extreme Length Conditioner,Redken,4.4,"Aqua/Water/Eau, Cetearyl Alcohol, Propylene Glycol, Maleic Acid, Ethanolamine, Behentrimonium Methosulfate, Parfum/Fragrance, Stearamidopropyl Dimethylamine, Glycerin, Phenoxyethanol, Hydroxyethylcellulose, Ricinus Communis Seed Oil/Castor Seed Oil, Quaternium-91, Polyquaternium-37, Benzoic Acid, Paraffinum Liquidum/Mineral Oil/Huile Minerale, Cetrimonium Chloride, Cetrimonium Methosulfate, Ppg-1 Trideceth-6, Benzyl Benzoate, Biotin, Limonene, Benzyl Alcohol, Acrylates Copolymer, Linalool, 2-Oleamido-1,3-Octadecanediol, Sorbitan Oleate.",https://www.ulta.com/p/extreme-length-conditioner-pimprod2014985
Extreme Shampoo,Redken,4.4,"Aqua/Water/Eau, Sodium Laureth Sulfate, Coco-Betaine, Glycol Distearate, Sodium Chloride, Dimethicone, Parfum/Fragrance, Cocamide Mipa, Sodium Benzoate, Hexylene Glycol, Salicylic Acid, Guar Hydroxypropyltrimonium Chloride, Carbomer, Cetyl Alcohol, Sodium Cocoyl Amino Acids, Behentrimonium Methosulfate, Quaternium-33, Potassium Dimethicone Peg-7 Panthenyl Phosphate, Benzyl Benzoate, Sodium Sarcosinate, Propylene Glycol, Limonene, Benzyl Alcohol, Arginine, 2-Oleamido-1,3-Octadecanediol, Hydrolyzed Soy Protein, Linalool, Fumaric Acid, Hydrolyzed Vegetable Protein Pg-Propylsilanetriol, Phenoxyethanol, Tetrasodium Edta, Potassium Sorbate, Sodium Hydroxide, Citric Acid (D184533/1) Us Pat./Brevet Americain: 6,294,160.",https://www.ulta.com/p/extreme-shampoo-xlsImpprod15511065
Tea Tree Special Shampoo,Paul Mitchell,4.5,"Aqua (Water, Eau), Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Cocamide MIPA, Parfum (Fragrance), Cocamidopropyl Betaine, Panthenol, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Menthol, Hedychium Coronarium (White Ginger) Flower/Leaf/Stem Extract, Triticum Vulgare (Wheat) Germ Oil, Algae Extract, Simmondsia Chinensis (Jojoba) Leaf Extract, Aloe Barbadensis Leaf Extract, Anthemis Nobilis Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Glycerin, Oleamidopropyl Betaine, Propylene Glycol, Glycol Stearate, PEG-150 Distearate, Citric Acid, Tetrasodium EDTA, Polyquaternium-7, Bisamino PEG/PPG-41/3 Aminoethyl PG-Propyl Dimethicone, PEG-12 Dimethicone, Methylchloroisothiazolinone, Methylisothiazolinone, Magnesium Chloride, Magnesium Nitrate, Limonene, Linalool, Citronellol, CI 42090 (Blue 1), CI 19140 (Yellow 5)",https://www.ulta.com/p/tea-tree-special-shampoo-xlsImpprod10271369
Extreme Conditioner,Redken,4.5,"Aqua/Water, Cetearyl Alcohol, Behentrimonium Chloride, Glycerin, Cetyl Esters, Isopropyl Myristate, Isopropyl Alcohol, Phenoxyethanol, Parfum/Fragrance, Lauryl Peg/Ppg-18/18 Methicone, Cetyl Alcohol, Sodium Cocoyl Amino Acids, Behentrimonium Methosulfate, Citric Acid, Chlorhexidine Digluconate, Quaternium-33, Isostearyl Alcohol, Potassium Dimethicone Peg-7 Panthenyl Phosphate, Dodecene, Sodium Sarcosinate, Poloxamer 407, Propylene Glycol, Benzyl Benzoate, Arginine, 2-Oleamido-1,3-Octadecanediol, Hydrolyzed Soy Protein, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Sodium Chloride, Tetrasodium Edta, Potassium Sorbate (D184844/1).",https://www.ulta.com/p/extreme-conditioner-xlsImpprod15511053
Color Last Shampoo,Biolage,4.5,"Aqua / Water / Eau, Sodium Laureth Sulfate, Coco-Betaine, Sodium Chloride, Glycol Distearate, Dimethicone, Parfum / Fragrance, Sodium Benzoate, Hexylene Glycol, Cocamide Mipa, Salicylic Acid, Carbomer, Guar Hydroxypropyltrimonium Chloride, Limonene, Hexyl Cinnamal, Coumarin, Linalool, Butylphenyl Methylpropional, Benzyl Alcohol, Benzophenone-4, Hydroxycitronellal, Amyl Cinnamal, Methyl Cocoate, Orchis Mascula Extract, Sodium Cocoate, Sodium Hydroxide, Citric Acid.",https://www.ulta.com/p/color-last-shampoo-xlsImpprod6490096
Color Last Conditioner,Biolage,4.7,"Aqua / Water / Eau, Cetearyl Alcohol, Behentrimonium Chloride, Glycerin, Cetyl Esters, Isopropyl Myristate, Isopropyl Alcohol, Phenoxyethanol, Parfum / Fragrance, Lauryl PEG/PPG-18/18 Methicone, Limonene, Chlorhexidine Digluconate, Dodecene, Poloxamer 407, Citric Acid, Hexyl Cinnamal, Coumarin, Linalool, Butylphenyl Methylpropional, Benzyl Alcohol, Benzophenone-4, Hydroxycitronellal, Amyl Cinnamal, Orchis Mascula Extract.",https://www.ulta.com/p/color-last-conditioner-xlsImpprod6490092
Strength Cure Conditioner,Pureology,4.7,"Aqua/Water/Eau, Cetearyl Alcohol, Behentrimonium Chloride, Amodimethicone, Parfum/Fragrance, Isopropyl Alcohol, Phenoxyethanol, Benzoic Acid, Trideceth-6, Hexyl Cinnamal, Tocopherol, Olea Europaea Fruit Oil/Olive Fruit Oil, Camelina Sativa Seed Oil, Poly(Linseed Oil), Butylene Glycol, Linalool, Potassium Hydroxide, Dilauryl Thiodipropionate, Arginine, Cetrimonium Chloride, Helianthus Annuus Seed Extract/Sunflower Seed Extract, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Limonene, 2-Oleamido-1,3-Octadecanediol, Citric Acid, Benzophenone-4, Citronellol, Haematococcus Pluvialis Extract, CI 14700/Red 4, Caprylic/Capric Triglyceride, Potassium Sorbate, CI 15510/Orange 4.",https://www.ulta.com/p/strength-cure-conditioner-pimprod2017809
Color Extend Magnetics Sulfate-Free Shampoo,Redken,4.1,"Aqua/Water/Eau, Coco-Betaine, Disodium Laureth Sulfosuccinate, Sodium Cocoyl Isethionate, Sodium Lauryl Sulfoacetate, Sodium Lauroyl Sarcosinate, Glycol Distearate, Sodium Chloride, Decyl Glucoside, Polyquaternium-10, Parfum/Fragrance, Amodimethicone, Ppg-5-Ceteth-20, Hydrogenated Coconut Acid, Propylene Glycol, Peg-55 Propylene Glycol Oleate, Carbomer, Acrylates/Beheneth-25 Methacrylate Copolymer, Disodium Edta, Sodium Isethionate, Benzoic Acid, Sodium Cocoyl Amino Acids, Tocopherol, Trideceth-6, Benzyl Salicylate, Potassium Dimethicone Peg-7 Panthenyl Phosphate, Limonene, Linalool, Magnesium Nitrate, Sodium Sarcosinate, Benzyl Alcohol, Hydroxycitronellal, Sodium Acetate, Alpha-Isomethyl Ionone, Arginine, Serine, Hydrolyzed Soy Protein, Cetrimonium Chlorideglutamic Acid, Benzophenone-4, Sodium Benzoate, Butylene Glycol, Isopropyl Alcohol, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Methylchloroisothiazolinone, Magnesium Chloride, Methylisothiazolinone, Glycerin, Phenoxyethanol, Tetrasodium Edta, Bambusa Vulgaris Sap Extract, Camellia Sinensis Leaf Extract, Potassium Sorbate, Sorbic Acid, Sodium Hydroxide, Citric Acid (D184886/1).",https://www.ulta.com/p/color-extend-magnetics-sulfate-free-shampoo-xlsImpprod15511057
Clean Reset Clarifying Shampoo,Biolage,4.4,"Aqua / Water / Eau, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Cocamide Mea, Hexylene Glycol, Parfum / Fragrance, Sodium Benzoate, Linoleamidopropyl Pg-Dimonium Chloride Phosphate, Propylene Glycol, Salicylic Acid, Coco-Betaine, Disodium Edta, Citric Acid, Limonene, Hexyl Cinnamal, Tocopheryl Acetate, Coumarin, Linalool, Butylphenyl Methylpropional, Benzyl Alcohol, Hydroxycitronellal, Amyl Cinnamal, Salvia Officinalis Extract / Sage Leaf Extract, Cucumis Sativus Fruit Extract / Cucumber Fruit Extract, Cymbopogon Citratus Extract, Chamomilla Recutita Extract / Matricaria Flower Extract.",https://www.ulta.com/p/clean-reset-clarifying-shampoo-xlsImpprod6490090
Strength Cure Shampoo,Pureology,4.6,"Aqua/Water/Eau, Sodium Cocoyl Isethionate, Disodium Laureth Sulfosuccinate, Sodium Lauryl Sulfoacetate, Sodium Lauroyl Sarcosinate, Coco-Betaine, Glycol Distearate, Glycereth-26, Decyl Glucoside, Coconut Acid, Sodium Hydroxide, Parfum/Fragrance, Sodium Isethionate, Citric Acid, Ppg-5-Ceteth-20, Sodium Chloride, Divinyldimethicone/Dimethicone Copolymer, Polyquaternium-7, Amodimethicone, Polyquaternium-10, Carbomer, Acrylates Copolymer, Peg-55 Propylene Glycol Oleate, Propylene Glycol, C11-15 Pareth-7, Hexyl Cinnamal, Benzoic Acid, Laureth-9, Butylene Glycol, Glycerin, Linalool, Tocopherol, Olea Europaea Fruit Oil/Olive Fruit Oil, Camelina Sativa Seed Oil, Trideceth-12, Salicylic Acid, Helianthus Annuus Seed Extract/Sunflower Seed Extract, Sodium Benzoate, Magnesium Nitrate, Benzyl Alcohol, C12-13 Pareth-23, C12-13 Pareth-3, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Limonene, Arginine, 2-Oleamido-1,3-Octadecanediol, Poly (Linseed Oil), Benzophenone-4, Phenoxyethanol, Citronellol, Ci 14700/Red 4, Methylchloroisothiazolinone, Sorbic Acid, Haematococcus Pluvialis Extract, Magnesium Chloride, Methylisothiazolinone, Caprylic/Capric Triglyceride, Potassium Sorbate, CI 15510/Orange 4.",https://www.ulta.com/p/strength-cure-shampoo-pimprod2017814
